Student_ID,Gender,Age,Programming_Skill_Level,Abstraction_Score,Decomposition_Score,Algorithmic_Thinking_Score,Debugging_Score,Pattern_Recognition_Score,Pre_Test_Score,Improvement_Score,Post_Test_Score
S2515,F,23,Intermediate,1,2,3,3,5,49,29,78
S2516,M,23,Intermediate,4,3,1,2,2,68,18,86
S2517,F,9,Advanced,3,5,2,1,4,62,0,62
S2518,M,22,Intermediate,1,4,3,1,3,68,12,80
S2519,M,30,Intermediate,1,3,3,3,5,40,5,45
S2520,F,19,Intermediate,4,3,1,2,5,54,9,63
S2521,F,19,Intermediate,1,4,1,3,1,54,0,54
S2522,M,18,Intermediate,5,1,3,2,2,67,25,92
S2523,M,12,Intermediate,1,2,4,5,5,43,11,54
S2524,M,17,Intermediate,5,5,2,5,5,49,18,67
S2525,F,28,Intermediate,1,1,1,4,4,47,14,61
S2526,M,20,Intermediate,2,4,3,4,2,53,20,73
S2527,F,24,Beginner,1,2,4,5,3,52,4,56
S2528,F,16,Beginner,5,2,5,4,4,60,1,61
S2529,M,20,Intermediate,1,2,3,5,3,56,18,74
S2530,F,17,Beginner,1,4,4,3,1,46,13,59
S2531,M,8,Advanced,1,1,5,1,5,45,28,73
S2532,M,22,Beginner,5,5,4,5,4,48,8,56
S2533,M,8,Intermediate,1,2,1,5,3,59,28,87
S2534,M,24,Intermediate,4,2,3,5,2,59,0,59
S2535,M,25,Beginner,4,1,5,4,1,47,12,59
S2536,F,9,Intermediate,5,2,4,4,1,53,16,69
S2537,F,8,Advanced,2,2,5,4,5,69,27,96
S2538,M,31,Advanced,4,4,2,4,5,59,1,60
S2539,M,21,Intermediate,3,3,3,3,3,42,23,65
S2540,F,17,Advanced,4,1,1,5,3,62,21,83
S2541,F,13,Advanced,3,1,5,3,1,52,13,65
S2542,F,29,Beginner,5,1,4,4,3,60,19,79
S2543,F,34,Advanced,2,4,5,3,5,48,22,70
S2544,M,34,Beginner,3,4,4,5,1,60,5,65
S2545,M,22,Intermediate,3,5,5,5,1,48,24,72
S2546,F,12,Beginner,4,4,1,4,2,61,5,66
S2547,M,16,Intermediate,3,1,1,5,2,61,17,78
S2548,F,23,Intermediate,5,5,3,3,3,50,18,68
S2549,M,6,Intermediate,5,3,1,2,3,70,8,78
S2550,F,8,Intermediate,5,2,5,5,5,45,14,59
S2551,M,9,Intermediate,4,2,5,3,5,62,30,92
S2552,F,18,Beginner,2,5,1,3,2,51,6,57
S2553,F,11,Intermediate,4,3,2,3,1,66,5,71
S2554,M,31,Advanced,5,2,5,5,4,43,28,71
S2555,F,19,Advanced,4,5,3,2,4,43,4,47
S2556,M,10,Intermediate,5,4,2,4,3,64,18,82
S2557,M,21,Advanced,1,1,1,4,4,70,19,89
S2558,F,20,Beginner,1,3,4,5,4,67,0,67
S2559,M,20,Beginner,3,2,5,5,2,62,20,82
S2560,M,35,Intermediate,2,1,4,1,1,66,6,72
S2561,M,9,Intermediate,1,5,3,2,5,65,17,82
S2562,M,13,Intermediate,5,2,2,3,2,61,26,87
S2563,M,32,Advanced,4,1,4,3,5,56,27,83
S2564,F,21,Advanced,4,4,3,4,2,46,7,53
S2565,M,33,Beginner,3,3,4,5,2,45,30,75
S2566,M,21,Advanced,4,5,4,2,4,67,11,78
S2567,M,35,Beginner,1,2,3,4,5,59,9,68
S2568,M,9,Advanced,4,4,5,2,2,68,5,73
S2569,M,18,Beginner,1,3,4,5,4,47,25,72
S2570,F,31,Intermediate,1,3,3,3,3,46,15,61
S2571,M,33,Advanced,2,4,4,1,5,47,29,76
S2572,F,18,Beginner,3,2,5,2,2,48,18,66
S2573,F,7,Advanced,5,3,3,3,3,40,17,57
S2574,F,8,Intermediate,1,5,4,2,4,42,23,65
S2575,F,27,Beginner,3,1,1,2,2,57,12,69
S2576,M,13,Advanced,5,5,5,2,4,58,19,77
S2577,F,29,Advanced,4,3,4,5,4,66,6,72
S2578,F,20,Intermediate,3,1,2,4,4,50,6,56
S2579,M,16,Intermediate,3,4,3,2,5,55,15,70
S2580,M,14,Beginner,3,1,4,5,3,57,29,86
S2581,M,12,Advanced,4,1,5,1,3,66,25,91
S2582,F,18,Advanced,4,1,5,4,1,45,24,69
S2583,M,7,Intermediate,3,3,2,5,2,64,9,73
S2584,M,13,Intermediate,2,2,2,1,4,41,14,55
S2585,F,12,Beginner,1,3,4,4,2,43,13,56
S2586,M,29,Advanced,4,2,1,5,3,44,23,67
S2587,M,17,Advanced,2,4,5,1,3,60,11,71
S2588,M,24,Beginner,4,4,1,5,4,70,28,98
S2589,M,12,Beginner,3,4,1,1,5,53,14,67
S2590,F,15,Intermediate,2,4,4,2,4,40,7,47
S2591,M,34,Intermediate,5,4,3,2,4,68,6,74
S2592,M,30,Beginner,1,5,3,4,1,61,25,86
S2593,F,21,Beginner,1,3,3,1,5,53,20,73
S2594,M,8,Advanced,4,2,2,2,2,60,8,68
S2595,F,35,Beginner,1,4,5,4,5,52,13,65
S2596,M,15,Beginner,5,5,2,3,4,61,27,88
S2597,F,11,Advanced,2,5,5,2,4,55,26,81
S2598,F,23,Beginner,2,5,5,2,4,69,6,75
S2599,F,23,Intermediate,3,3,5,5,4,43,30,73
S2600,F,10,Intermediate,2,4,4,3,4,68,11,79
S2601,M,26,Advanced,4,5,3,1,5,66,13,79
S2602,F,34,Beginner,5,5,2,4,4,45,10,55
S2603,M,12,Intermediate,3,4,2,3,3,48,18,66
S2604,F,33,Intermediate,4,3,4,1,3,40,27,67
S2605,F,7,Intermediate,4,5,5,2,1,70,5,75
S2606,F,16,Intermediate,4,2,3,4,2,61,2,63
S2607,M,35,Beginner,1,1,1,4,3,56,5,61
S2608,F,18,Beginner,4,1,1,3,1,67,28,95
S2609,M,28,Beginner,1,1,4,5,5,62,23,85
S2610,M,10,Beginner,2,3,3,1,2,43,8,51
S2611,M,35,Intermediate,1,5,1,3,4,45,1,46
S2612,M,11,Advanced,4,1,1,5,4,55,5,60
S2613,M,29,Advanced,5,1,2,5,5,46,13,59
S2614,M,31,Intermediate,5,4,3,5,2,68,18,86
S2615,M,34,Intermediate,2,5,1,4,3,66,30,96
S2616,M,19,Advanced,4,5,2,1,2,44,29,73
S2617,M,17,Advanced,1,4,3,1,1,48,29,77
S2618,F,9,Intermediate,5,5,5,3,5,63,22,85
S2619,F,34,Intermediate,3,2,3,2,3,70,26,96
S2620,F,28,Beginner,4,3,4,3,2,58,3,61
S2621,F,11,Beginner,4,4,2,1,2,40,13,53
S2622,F,15,Advanced,3,1,5,4,3,66,30,96
S2623,M,23,Intermediate,5,5,2,3,1,69,30,99
S2624,M,20,Advanced,3,2,2,2,1,65,20,85
S2625,M,13,Beginner,2,2,1,3,2,47,9,56
S2626,M,31,Beginner,1,3,3,5,4,59,5,64
S2627,M,14,Advanced,1,2,2,2,3,62,10,72
S2628,M,10,Beginner,5,5,2,5,1,43,12,55
S2629,M,15,Intermediate,3,5,4,4,1,62,23,85
S2630,F,25,Advanced,4,2,4,1,1,69,17,86
S2631,F,11,Intermediate,4,5,4,3,5,56,19,75
S2632,F,21,Intermediate,4,5,2,3,4,40,13,53
S2633,F,29,Beginner,2,1,5,5,1,41,26,67
S2634,M,32,Intermediate,2,4,3,5,4,60,19,79
S2635,M,8,Advanced,4,5,2,1,2,70,21,91
S2636,M,15,Intermediate,5,5,1,3,2,66,19,85
S2637,F,16,Intermediate,2,3,5,1,5,53,10,63
S2638,M,16,Intermediate,2,4,5,5,4,65,20,85
S2639,M,22,Intermediate,1,4,3,5,3,61,4,65
S2640,M,9,Intermediate,1,4,5,2,5,41,7,48
S2641,F,9,Beginner,5,2,3,5,1,40,3,43
S2642,M,22,Advanced,2,1,5,5,2,64,11,75
S2643,F,14,Beginner,2,1,3,1,2,52,5,57
S2644,F,24,Advanced,3,3,4,2,3,70,22,92
S2645,F,10,Advanced,5,4,4,2,5,62,23,85
S2646,F,27,Advanced,5,4,5,3,4,47,24,71
S2647,M,29,Advanced,3,5,5,4,2,69,25,94
S2648,F,11,Advanced,3,2,3,3,1,61,7,68
S2649,F,8,Intermediate,1,2,3,3,3,68,29,97
S2650,M,27,Beginner,5,3,2,3,3,48,3,51
S2651,M,6,Beginner,5,1,4,2,3,63,19,82
S2652,F,25,Intermediate,3,4,2,1,1,59,9,68
S2653,M,27,Advanced,4,3,2,5,3,60,10,70
S2654,F,21,Beginner,4,2,1,2,4,41,14,55
S2655,F,28,Intermediate,1,2,3,5,4,56,4,60
S2656,F,16,Intermediate,4,2,1,5,5,69,2,71
S2657,F,18,Beginner,4,4,1,4,5,45,14,59
S2658,M,32,Beginner,4,4,2,3,4,42,1,43
S2659,F,15,Advanced,2,4,1,4,1,66,1,67
S2660,M,8,Advanced,1,5,3,3,5,59,24,83
S2661,M,14,Beginner,3,1,2,2,3,69,7,76
S2662,M,33,Advanced,4,2,3,5,4,56,21,77
S2663,M,17,Intermediate,2,2,5,4,2,45,13,58
S2664,F,28,Advanced,4,5,1,2,1,47,29,76
S2665,M,19,Advanced,2,2,2,2,1,53,30,83
S2666,F,6,Intermediate,1,2,4,3,4,49,29,78
S2667,M,23,Advanced,4,4,3,5,2,59,8,67
S2668,M,22,Intermediate,2,4,1,3,1,49,4,53
S2669,F,32,Advanced,5,1,3,3,5,54,29,83
S2670,F,14,Beginner,5,2,3,2,2,47,11,58
S2671,F,14,Advanced,2,3,5,3,3,50,9,59
S2672,M,28,Beginner,4,2,3,1,5,55,0,55
S2673,M,15,Beginner,4,2,5,5,2,65,23,88
S2674,F,24,Beginner,1,1,5,3,4,42,18,60
S2675,F,34,Beginner,1,3,5,3,1,54,29,83
S2676,F,20,Beginner,3,2,1,4,5,52,24,76
S2677,F,10,Intermediate,1,3,3,5,4,70,10,80
S2678,M,20,Intermediate,4,4,3,5,2,50,16,66
S2679,F,25,Intermediate,3,4,5,3,3,53,2,55
S2680,F,28,Beginner,1,3,3,1,1,46,0,46
S2681,F,35,Advanced,2,2,3,4,1,58,16,74
S2682,F,30,Intermediate,5,3,5,1,5,54,30,84
S2683,M,33,Advanced,1,3,4,3,4,45,5,50
S2684,F,7,Advanced,1,4,4,5,2,59,12,71
S2685,M,18,Beginner,2,3,5,5,2,61,19,80
S2686,F,29,Beginner,4,5,1,1,4,46,25,71
S2687,F,21,Beginner,2,5,3,2,1,63,3,66
S2688,M,20,Intermediate,1,4,3,3,4,53,4,57
S2689,F,30,Beginner,4,2,4,5,2,61,14,75
S2690,M,15,Intermediate,3,2,5,2,4,43,13,56
S2691,M,19,Intermediate,1,4,1,5,1,48,18,66
S2692,F,15,Intermediate,2,2,5,5,5,46,14,60
S2693,M,30,Intermediate,3,1,4,2,1,64,11,75
S2694,M,19,Beginner,5,5,4,1,3,54,17,71
S2695,M,31,Intermediate,3,1,3,3,3,42,13,55
S2696,M,35,Beginner,2,1,2,2,4,44,9,53
S2697,M,28,Beginner,3,1,1,2,1,56,7,63
S2698,M,14,Intermediate,2,4,1,5,1,66,26,92
S2699,M,30,Beginner,1,1,2,2,2,67,22,89
S2700,M,19,Advanced,4,3,4,3,5,63,30,93
S2701,F,8,Beginner,5,2,5,1,1,40,25,65
S2702,F,25,Beginner,4,4,1,1,4,40,28,68
S2703,M,21,Intermediate,4,3,2,1,2,69,3,72
S2704,F,7,Intermediate,4,3,3,3,2,55,17,72
S2705,M,15,Beginner,2,5,3,5,4,62,27,89
S2706,M,8,Intermediate,2,5,4,3,4,53,24,77
S2707,F,16,Advanced,5,3,1,2,1,50,7,57
S2708,M,16,Advanced,2,5,5,4,1,53,3,56
S2709,M,26,Intermediate,2,2,1,4,2,47,10,57
S2710,M,26,Beginner,2,2,3,4,2,58,4,62
S2711,M,27,Advanced,2,5,1,1,5,41,29,70
S2712,F,18,Advanced,1,1,3,3,2,62,9,71
S2713,M,12,Beginner,5,3,2,3,4,49,5,54
S2714,M,28,Intermediate,2,2,2,1,4,44,28,72
S2715,M,22,Advanced,5,5,3,2,5,54,3,57
S2716,F,35,Beginner,3,5,5,4,3,40,17,57
S2717,M,7,Beginner,1,2,5,4,3,41,20,61
S2718,F,17,Advanced,2,2,1,1,4,58,26,84
S2719,F,30,Intermediate,1,1,3,4,3,61,16,77
S2720,M,15,Advanced,1,5,4,5,3,69,6,75
S2721,M,23,Beginner,3,5,5,3,5,56,8,64
S2722,F,27,Advanced,5,4,5,4,2,54,2,56
S2723,M,32,Intermediate,1,1,2,4,2,63,21,84
S2724,F,16,Beginner,4,2,5,5,3,57,8,65
S2725,F,21,Intermediate,3,2,5,2,1,60,26,86
S2726,M,22,Advanced,4,3,5,2,5,47,3,50
S2727,M,24,Advanced,3,2,3,5,3,68,21,89
S2728,F,23,Intermediate,4,5,3,2,1,60,29,89
S2729,F,8,Advanced,4,2,2,1,1,68,30,98
S2730,F,26,Intermediate,1,5,1,5,5,53,18,71
S2731,F,32,Advanced,1,5,5,3,2,47,8,55
S2732,M,31,Intermediate,3,1,1,3,4,69,22,91
S2733,M,21,Intermediate,5,2,3,3,1,61,22,83
S2734,M,11,Beginner,1,1,5,4,4,62,19,81
S2735,M,30,Beginner,1,5,1,5,4,47,5,52
S2736,M,17,Intermediate,2,2,1,5,5,58,26,84
S2737,F,16,Advanced,1,2,4,2,2,52,10,62
S2738,M,20,Advanced,5,1,3,5,5,67,23,90
S2739,M,20,Advanced,2,1,2,5,1,69,14,83
S2740,M,21,Intermediate,4,5,2,2,2,44,21,65
S2741,M,15,Intermediate,4,5,4,5,3,49,5,54
S2742,M,17,Intermediate,2,2,1,5,2,46,19,65
S2743,F,33,Intermediate,2,2,4,1,5,48,23,71
S2744,F,18,Beginner,2,4,4,2,5,53,29,82
S2745,F,9,Intermediate,3,4,3,1,4,45,9,54
S2746,M,12,Advanced,5,3,5,4,3,49,23,72
S2747,F,27,Beginner,5,5,1,2,2,40,24,64
S2748,F,7,Advanced,4,3,2,5,3,50,21,71
S2749,M,31,Intermediate,4,3,2,5,4,47,17,64
S2750,M,32,Beginner,4,1,4,1,3,45,15,60
S2751,M,32,Intermediate,1,1,4,1,3,56,3,59
S2752,F,32,Beginner,4,4,4,4,2,43,19,62
S2753,F,20,Advanced,2,3,1,4,3,45,12,57
S2754,M,13,Intermediate,4,4,4,5,4,68,23,91
S2755,M,12,Intermediate,2,5,4,3,1,54,4,58
S2756,F,20,Beginner,3,2,5,4,1,49,19,68
S2757,F,28,Beginner,1,1,1,5,5,56,23,79
S2758,M,19,Intermediate,1,5,3,4,1,49,28,77
S2759,M,13,Beginner,5,5,3,2,2,44,18,62
S2760,F,33,Intermediate,3,1,5,1,5,58,17,75
S2761,M,17,Beginner,2,1,2,5,1,46,19,65
S2762,F,18,Advanced,3,3,3,4,1,68,26,94
S2763,F,35,Beginner,1,4,1,1,5,63,16,79
S2764,F,16,Advanced,2,5,2,3,2,58,15,73
S2765,F,22,Beginner,3,3,4,4,5,49,0,49
S2766,M,34,Beginner,1,3,1,5,2,58,20,78
S2767,M,22,Intermediate,2,5,2,2,2,69,28,97
S2768,F,29,Beginner,2,5,3,1,4,50,26,76
S2769,F,9,Beginner,1,2,4,1,1,42,0,42
S2770,F,26,Advanced,2,4,4,2,1,69,29,98
S2771,F,13,Beginner,1,5,1,5,3,50,19,69
S2772,F,10,Intermediate,4,1,4,3,5,45,23,68
S2773,M,31,Advanced,4,2,2,2,4,45,13,58
S2774,M,21,Intermediate,2,4,5,3,1,54,23,77
S2775,M,9,Intermediate,2,1,3,5,3,42,1,43
S2776,M,33,Intermediate,1,1,1,4,4,61,14,75
S2777,F,27,Intermediate,2,4,5,4,2,64,28,92
S2778,F,34,Advanced,5,2,5,5,1,50,2,52
S2779,F,20,Beginner,4,1,1,3,5,47,29,76
S2780,F,17,Intermediate,2,3,2,2,4,66,12,78
S2781,F,10,Advanced,2,4,3,5,3,68,18,86
S2782,M,35,Intermediate,3,4,1,5,5,68,0,68
S2783,F,28,Beginner,2,5,5,4,2,62,12,74
S2784,M,21,Advanced,5,2,5,2,5,62,14,76
S2785,M,19,Advanced,4,3,1,4,3,47,15,62
S2786,M,15,Beginner,3,3,5,3,2,62,29,91
S2787,M,12,Advanced,1,5,1,3,3,68,10,78
S2788,F,18,Beginner,1,1,1,1,1,55,2,57
S2789,M,25,Advanced,4,1,3,5,3,42,7,49
S2790,M,33,Advanced,1,3,1,2,5,47,5,52
S2791,M,34,Beginner,5,2,5,2,1,47,30,77
S2792,F,10,Beginner,2,1,4,4,1,52,4,56
S2793,F,34,Advanced,4,4,3,4,4,40,25,65
S2794,F,8,Advanced,3,5,5,2,5,49,27,76
S2795,M,20,Beginner,2,2,5,4,5,44,14,58
S2796,M,9,Beginner,1,1,3,1,2,69,8,77
S2797,F,20,Advanced,1,3,3,5,3,44,29,73
S2798,M,19,Advanced,3,5,5,1,3,56,22,78
S2799,F,25,Advanced,5,1,4,3,5,61,21,82
S2800,F,24,Beginner,3,3,2,2,3,53,4,57
S2801,M,18,Advanced,4,1,5,1,5,45,20,65
S2802,M,15,Intermediate,3,5,3,1,1,53,9,62
S2803,M,26,Beginner,1,4,1,4,3,51,24,75
S2804,M,10,Advanced,5,4,1,4,3,59,28,87
S2805,F,32,Beginner,5,3,3,4,5,61,25,86
S2806,F,28,Intermediate,3,4,3,3,5,69,5,74
S2807,F,25,Beginner,4,5,2,1,2,61,27,88
S2808,F,34,Advanced,1,3,3,5,3,40,10,50
S2809,F,25,Intermediate,2,1,1,4,4,44,3,47
S2810,M,30,Intermediate,5,2,4,3,5,57,19,76
S2811,F,11,Advanced,3,1,3,3,4,70,11,81
S2812,F,9,Advanced,4,5,2,4,1,53,19,72
S2813,F,7,Advanced,4,3,4,2,1,46,26,72
S2814,M,27,Beginner,1,1,2,1,4,68,5,73
S2815,M,21,Beginner,5,3,4,4,1,64,0,64
S2816,M,23,Beginner,1,4,3,5,4,54,24,78
S2817,M,10,Advanced,2,2,1,1,2,48,29,77
S2818,F,27,Advanced,2,5,4,3,2,69,17,86
S2819,F,9,Beginner,2,1,5,5,1,54,1,55
S2820,M,35,Intermediate,4,2,2,1,4,66,4,70
S2821,M,18,Beginner,5,5,4,5,4,55,15,70
S2822,F,24,Intermediate,1,5,2,3,4,48,11,59
S2823,F,28,Advanced,1,4,1,4,1,66,11,77
S2824,M,7,Advanced,2,3,2,5,4,46,10,56
S2825,M,18,Beginner,5,3,2,4,5,46,19,65
S2826,M,16,Beginner,5,2,5,3,4,56,18,74
S2827,M,35,Advanced,3,4,2,3,5,50,20,70
S2828,F,27,Beginner,5,5,4,5,2,66,6,72
S2829,F,34,Advanced,5,4,2,5,5,45,25,70
S2830,F,9,Advanced,1,4,3,3,2,53,1,54
S2831,M,27,Intermediate,5,2,2,5,1,54,28,82
S2832,M,25,Beginner,5,3,3,5,2,60,28,88
S2833,F,25,Advanced,1,4,2,5,2,47,5,52
S2834,F,20,Beginner,5,4,2,5,4,63,3,66
S2835,F,9,Intermediate,1,4,4,1,3,66,1,67
S2836,F,14,Intermediate,3,1,3,3,2,43,16,59
S2837,M,12,Beginner,4,4,3,3,5,40,7,47
S2838,F,24,Beginner,1,4,5,2,1,45,4,49
S2839,F,24,Advanced,1,5,2,4,5,65,9,74
S2840,F,11,Intermediate,5,1,2,2,1,70,15,85
S2841,F,11,Intermediate,1,4,4,5,5,40,1,41
S2842,F,25,Intermediate,2,4,5,5,2,60,23,83
S2843,F,20,Beginner,2,2,5,1,3,44,18,62
S2844,F,20,Advanced,3,2,4,1,2,58,6,64
S2845,M,30,Beginner,1,1,3,1,4,44,1,45
S2846,M,25,Beginner,5,5,1,1,5,61,12,73
S2847,M,14,Beginner,5,1,4,1,3,44,22,66
S2848,M,9,Advanced,4,1,3,1,5,56,30,86
S2849,F,23,Beginner,3,2,5,1,4,70,3,73
S2850,M,23,Intermediate,5,2,4,1,4,67,15,82
S2851,M,10,Intermediate,4,5,1,1,4,51,9,60
S2852,F,25,Intermediate,5,4,2,3,2,46,16,62
S2853,F,28,Advanced,4,5,4,1,2,54,20,74
S2854,M,35,Beginner,2,4,1,4,3,58,27,85
S2855,M,16,Advanced,2,3,1,1,4,62,13,75
S2856,F,10,Beginner,5,2,4,5,2,60,11,71
S2857,M,27,Intermediate,3,3,3,5,1,52,12,64
S2858,F,31,Beginner,1,3,4,1,1,51,29,80
S2859,F,9,Beginner,3,2,5,1,2,70,19,89
S2860,F,34,Beginner,3,3,1,5,3,58,7,65
S2861,F,17,Advanced,1,1,1,4,5,52,16,68
S2862,M,7,Beginner,2,4,2,2,4,66,17,83
S2863,F,18,Beginner,2,5,1,3,2,45,20,65
S2864,F,15,Beginner,1,2,2,5,3,40,9,49
S2865,M,14,Advanced,4,1,1,1,5,45,25,70
S2866,F,15,Advanced,3,5,1,3,3,52,27,79
S2867,M,12,Advanced,5,5,4,1,5,52,12,64
S2868,M,9,Beginner,2,5,4,2,1,52,1,53
S2869,M,24,Intermediate,5,3,5,2,5,59,26,85
S2870,F,15,Intermediate,1,3,3,5,1,43,16,59
S2871,M,35,Intermediate,5,3,5,3,4,44,5,49
S2872,M,8,Beginner,5,3,1,3,2,52,11,63
S2873,F,30,Intermediate,3,1,5,2,1,48,28,76
S2874,M,26,Intermediate,1,3,4,1,3,56,12,68
S2875,M,34,Intermediate,5,2,1,5,5,42,27,69
S2876,M,24,Beginner,2,5,1,4,3,70,25,95
S2877,M,26,Intermediate,1,1,5,2,1,66,3,69
S2878,M,7,Intermediate,2,3,2,2,3,59,14,73
S2879,F,32,Beginner,4,5,3,5,5,57,15,72
S2880,M,25,Advanced,5,1,5,1,2,64,20,84
S2881,M,15,Intermediate,1,5,5,3,3,66,18,84
S2882,F,7,Advanced,2,1,3,2,4,54,14,68
S2883,F,7,Intermediate,5,4,1,5,5,62,25,87
S2884,F,33,Beginner,3,1,1,5,5,40,5,45
S2885,M,29,Advanced,2,3,2,5,4,48,19,67
S2886,F,22,Advanced,2,5,5,3,1,45,28,73
S2887,M,21,Advanced,4,5,3,2,4,57,5,62
S2888,M,21,Advanced,3,5,5,5,1,40,28,68
S2889,F,19,Intermediate,4,2,4,3,2,61,4,65
S2890,F,12,Intermediate,3,2,5,1,1,46,26,72
S2891,M,26,Advanced,2,3,5,4,2,49,1,50
S2892,F,16,Intermediate,4,4,4,2,2,70,19,89
S2893,M,29,Advanced,5,2,4,3,4,45,1,46
S2894,F,6,Advanced,3,1,3,4,2,46,4,50
S2895,F,16,Beginner,2,3,1,4,1,45,2,47
S2896,F,28,Advanced,1,4,2,3,3,47,5,52
S2897,M,26,Intermediate,3,1,4,3,5,41,30,71
S2898,F,9,Advanced,3,5,1,3,5,48,10,58
S2899,M,12,Beginner,5,2,3,5,1,64,4,68
S2900,M,31,Intermediate,3,1,5,1,3,66,17,83
S2901,M,20,Beginner,3,4,3,5,2,48,13,61
S2902,M,23,Beginner,5,3,3,4,1,46,9,55
S2903,F,17,Advanced,5,1,4,4,2,48,26,74
S2904,M,22,Beginner,4,3,2,4,4,56,23,79
S2905,M,6,Beginner,2,5,4,3,3,42,21,63
S2906,F,16,Intermediate,2,4,5,2,5,55,24,79
S2907,M,33,Beginner,4,4,4,5,1,55,2,57
S2908,F,6,Advanced,2,2,5,2,5,41,15,56
S2909,M,20,Advanced,3,4,4,1,2,50,29,79
S2910,F,33,Advanced,4,1,2,1,2,70,15,85
S2911,M,26,Beginner,4,1,1,5,4,55,10,65
S2912,F,15,Intermediate,2,1,2,4,2,54,3,57
S2913,M,12,Advanced,1,5,4,1,2,40,10,50
S2914,M,7,Beginner,2,4,3,2,5,60,7,67
S2915,F,15,Advanced,1,4,1,2,5,56,15,71
S2916,F,29,Advanced,4,1,3,3,1,42,22,64
S2917,F,9,Intermediate,1,2,2,4,1,61,7,68
S2918,F,17,Advanced,3,2,1,3,2,61,8,69
S2919,M,24,Intermediate,5,4,4,5,3,58,13,71
S2920,M,31,Beginner,1,4,3,1,1,59,7,66
S2921,F,16,Advanced,5,3,4,3,2,46,23,69
S2922,M,13,Beginner,3,4,5,3,5,61,15,76
S2923,F,23,Beginner,5,1,1,5,4,68,21,89
S2924,F,16,Beginner,3,5,3,2,5,50,26,76
S2925,M,16,Advanced,5,4,2,2,5,69,1,70
S2926,M,18,Intermediate,5,4,2,5,4,69,27,96
S2927,M,8,Advanced,2,1,2,2,5,57,22,79
S2928,M,17,Beginner,1,3,2,5,1,64,19,83
S2929,M,8,Intermediate,5,4,3,2,5,53,18,71
S2930,M,15,Beginner,4,2,5,5,4,55,19,74
S2931,M,32,Intermediate,2,2,2,2,2,45,19,64
S2932,F,22,Advanced,1,2,2,3,2,41,18,59
S2933,F,27,Intermediate,2,5,2,3,2,62,24,86
S2934,F,7,Advanced,1,5,5,2,4,50,29,79
S2935,F,22,Beginner,3,4,1,5,4,50,18,68
S2936,F,21,Intermediate,5,4,2,3,1,65,17,82
S2937,M,7,Beginner,4,4,2,1,4,49,12,61
S2938,F,33,Intermediate,2,5,2,2,2,43,16,59
S2939,F,27,Advanced,2,4,1,1,4,56,26,82
S2940,F,35,Intermediate,2,1,2,1,3,49,0,49
S2941,F,25,Intermediate,2,3,1,4,5,48,20,68
S2942,F,11,Advanced,5,2,1,1,1,69,27,96
S2943,F,33,Advanced,1,2,4,1,2,52,27,79
S2944,F,30,Advanced,5,1,4,4,2,50,4,54
S2945,M,34,Intermediate,3,4,2,4,3,49,27,76
S2946,M,15,Beginner,5,5,3,4,1,63,24,87
S2947,F,33,Intermediate,5,4,4,5,5,44,19,63
S2948,M,15,Intermediate,3,4,4,4,1,42,20,62
S2949,M,13,Beginner,5,2,3,5,1,43,12,55
S2950,M,6,Advanced,1,2,5,2,2,42,5,47
S2951,M,18,Intermediate,4,5,2,5,4,49,28,77
S2952,F,29,Beginner,3,2,5,2,5,63,9,72
S2953,M,14,Advanced,2,4,5,4,1,52,22,74
S2954,M,27,Advanced,1,1,1,4,3,44,8,52
S2955,M,15,Intermediate,4,5,1,2,2,52,28,80
S2956,F,20,Advanced,1,1,2,3,4,66,5,71
S2957,F,10,Advanced,1,4,3,5,4,63,0,63
S2958,F,27,Beginner,2,5,1,1,2,40,23,63
S2959,F,21,Beginner,4,1,4,4,1,70,29,99
S2960,F,18,Advanced,1,5,2,5,2,64,17,81
S2961,F,27,Beginner,2,4,5,5,4,50,24,74
S2962,F,30,Advanced,3,5,2,4,4,65,26,91
S2963,M,25,Intermediate,2,4,1,2,3,42,22,64
S2964,M,23,Beginner,5,5,3,4,3,56,6,62
S2965,M,16,Advanced,2,5,5,5,4,58,25,83
S2966,F,32,Advanced,2,2,3,3,3,52,9,61
S2967,F,14,Beginner,2,4,2,2,3,55,11,66
S2968,F,21,Beginner,1,3,3,4,3,57,20,77
S2969,F,7,Intermediate,4,5,3,1,4,62,23,85
S2970,F,31,Advanced,2,1,2,4,1,65,25,90
S2971,M,30,Intermediate,2,2,5,5,1,59,14,73
S2972,M,7,Intermediate,5,2,3,5,5,62,16,78
S2973,F,17,Intermediate,5,5,3,1,3,58,2,60
S2974,F,13,Beginner,3,3,2,2,1,69,24,93
S2975,F,14,Intermediate,3,2,4,5,5,45,14,59
S2976,F,17,Beginner,5,4,3,2,2,62,0,62
S2977,M,31,Beginner,4,5,1,2,3,46,10,56
S2978,F,14,Intermediate,3,5,5,4,1,54,23,77
S2979,F,15,Intermediate,4,3,3,2,1,69,5,74
S2980,F,30,Advanced,5,4,2,5,1,44,27,71
S2981,F,7,Intermediate,3,4,1,5,5,55,30,85
S2982,M,21,Advanced,2,3,2,3,2,45,28,73
S2983,F,25,Intermediate,5,1,3,2,3,42,15,57
S2984,F,12,Intermediate,3,4,1,3,1,51,30,81
S2985,M,33,Intermediate,4,1,5,4,4,43,25,68
S2986,M,7,Intermediate,4,1,5,3,3,66,20,86
S2987,M,6,Advanced,3,5,5,2,4,61,11,72
